Copy path coordinates below:
331,450
331,450
333,450
334,450
337,450
338,450
340,451
341,451
343,452
344,453
345,453
346,453
347,454
348,454
348,454
350,455
351,455
352,456
353,456
354,456
354,457
355,457
356,457
357,457
357,457
359,457
359,457
360,457
361,457
363,457
364,457
365,457
366,457
367,457
368,457
369,457
369,457
370,457
370,457
371,457
372,457
374,457
374,456
375,456
376,456
377,455
377,454
378,454
378,453
378,453
379,452
379,452
379,452
379,451
379,451
379,451
379,450
379,450
379,449
379,447
379,446
379,444
379,442
379,440
379,438
379,436
380,434
380,433
380,431
380,430
380,429
380,427
380,426
380,425
380,423
380,423
380,422
380,421
380,421
380,420
380,420
380,420
380,419
380,419
380,418
380,417
380,415
380,413
380,411
379,408
379,406
379,403
378,400
378,398
377,395
377,393
377,390
377,386
376,383
376,380
376,376
376,374
376,371
376,364
376,362
376,359
376,357
376,354
376,352
377,350
377,348
377,346
378,344
379,342
379,340
381,336
382,334
382,332
383,331
384,329
384,327
385,325
386,321
387,318
388,316
389,314
390,312
391,309
392,307
392,305
393,301
394,298
394,293
395,289
395,285
395,280
395,275
395,270
395,266
395,262
395,259
395,256
395,250
395,248
395,246
395,244
395,244
395,243
395,243
395,248
395,247
395,246
393,244
391,240
389,237
386,233
379,226
376,223
375,222
371,219
366,215
362,212
358,209
353,206
347,201
341,196
335,192
327,186
320,181
314,177
312,175
307,172
303,170
299,167
294,164
292,163
287,160
283,159
278,156
273,153
265,149
257,145
251,143
247,141
242,139
237,136
233,135
229,133
224,131
220,129
217,128
213,125
208,123
204,120
200,118
198,116
194,114
192,112
189,110
187,109
185,107
183,106
182,105
180,104
178,102
177,100
175,98
173,96
171,94
169,92
167,89
165,87
163,85
161,83
159,81
156,78
154,75
154,74
151,71
149,69
148,67
146,66
144,65
143,65
141,64
138,64
136,64
133,64
131,64
129,63
127,63
125,63
124,63
122,63
122,62
121,62
120,62
119,62
118,62
117,62
117,62
116,62
115,62
114,62
113,61
112,61
111,61
109,61
108,61
106,60
105,60
103,60
103,60
102,60
100,60
100,60
99,60
99,60
98,60
98,60
97,60
96,60
96,60
95,60
95,60
95,60
95,60
94,60
94,61
94,61
94,61
93,61
93,62
93,62
92,62
92,62
91,63
90,63
90,63
89,64
88,64
87,64
86,64
85,65
84,65
83,65
82,66
81,66
80,66
79,66
79,66
78,66
78,66
77,66
77,66
77,66
77,66
