X,Y,class
-2.2710936,3.5176537,1
-2.6404963,4.774514,1
-2.9826355,6.153937,7
0.54110754,6.5353384,9
5.1885605,4.5401473,4
-2.9534845,3.0188112,1
-5.84783,0.39812747,2
-3.2136734,-1.0284277,3
0.05000413,2.0718186,0
3.4042423,2.3664637,0
2.2182667,0.7186243,0
2.0252845,-2.6079094,6
-2.2863836,1.2266848,2
0.902938,0.74600893,0
-1.7587553,-3.4005089,5
4.9637985,4.5335073,4
-2.8816988,-0.42914802,8
-0.6584155,2.524605,1
-2.9298475,5.3814826,7
-1.9516649,4.63361,1
-3.1819863,2.978972,1
1.2757869,-2.5653996,6
-3.6213014,-1.476271,5
6.6712737,5.38934,4
0.9568888,5.4839115,9
-1.5637912,4.142728,1
-1.799933,2.6794653,1
-2.9411154,-0.17014922,8
0.5094592,3.351558,1
-3.684883,0.46707052,2
-0.9240612,3.1940653,1
-2.0904639,0.22405934,8
-1.0147899,0.18339457,3
2.8962116,0.23258491,0
-0.7755346,-0.6096736,3
-1.564221,-3.7738934,5
-0.035327762,-1.8991027,6
2.424508,-1.2342755,5
6.493471,4.9507666,4
-5.1964154,-0.26394725,2
2.5733683,1.4634445,0
-2.462354,5.874933,7
-1.8409735,3.3534572,1
3.1779091,1.5228156,0
5.764356,4.4467955,4
-0.27511418,-2.6505735,5
3.721589,1.9424447,0
1.9936742,3.3689992,4
-2.0344787,-3.0760095,3
-1.2218782,-2.8418462,5
-3.522525,2.1394968,2
2.2026358,2.011793,0
-0.9840435,1.7155094,1
-0.15153424,1.8388077,0
7.028192,5.018823,4
1.3870807,5.6497765,9
-3.4989276,2.7400358,1
-1.6899173,-0.9359494,3
-0.9532797,4.783151,1
3.3559623,0.82067716,0
-1.4418093,4.5824175,1
-2.3828986,4.4289837,1
5.898712,5.381777,4
-4.695228,1.1811508,2
-4.246173,1.1814144,2
-3.8242333,-1.5038708,3
-2.2548907,3.8279555,1
-0.79147786,3.4542615,9
3.874712,1.7621208,0
2.0447729,-1.7327131,6
1.0173745,-1.6950355,5
6.1786065,3.8390267,4
1.2345091,2.1988206,0
-2.7218933,-2.1799557,3
-4.0149355,2.5717373,2
-2.153723,1.1200652,8
-2.2886994,1.1110047,8
4.2165318,4.400733,4
1.9839797,4.905938,9
0.77857536,0.1802238,0
0.064234585,0.55687135,0
-2.000038,1.2008055,8
-0.32855043,-0.3707243,6
-2.6350617,5.7386165,7
0.79272854,1.3720336,0
-2.1698256,6.4014497,7
-2.8288403,0.6493324,8
0.4086632,0.11465936,0
-3.0530076,1.0122524,8
0.28685978,-1.5471103,5
6.5055394,3.9374957,4
-2.130731,-3.1744382,5
-4.6693244,0.12139905,2
6.131951,3.8472295,4
2.5873141,0.9236969,0
-1.7575079,1.0660448,3
0.96655524,-1.358336,5
-2.0177834,-1.0697193,3
-0.21368296,1.7335582,0
1.2363441,-1.0968001,5
-2.189154,-0.18149053,2
-4.56951,-2.029095,3
1.0272105,6.2324786,9
-4.8618736,1.645736,2
-1.5445694,-0.513518,8
-4.003422,-2.2633471,3
-0.60836804,-1.787152,5
-2.2924278,4.040917,1
-3.0561836,3.3734386,1
-0.9483334,-0.3611312,8
-2.3214412,1.5466977,1
-5.3857183,1.1160848,2
-4.6389756,-0.02854223,2
0.59676695,2.528422,0
-4.339552,-1.1713319,3
-2.3224685,-2.5398514,3
-2.6169055,4.904768,1
-4.6294403,-1.3131365,2
1.0948261,-1.4639087,5
-2.2050364,-3.439494,5
-0.86821187,-0.15218917,6
-1.2912313,0.5606499,3
-0.42919347,-1.1493108,6
-3.2888415,-2.9661381,3
0.67589986,2.5458732,0
-3.675684,-2.0424821,3
-2.4439757,1.8783681,8
6.3755703,6.389949,4
0.38002104,6.0960927,9
-5.981654,1.2081665,2
1.8998299,5.4960003,9
-4.196467,-2.49966,3
-2.5622687,5.5236216,7
-3.263499,-0.09923956,3
-2.100204,5.9091873,7
-5.5488,0.40542892,2
-2.1516135,1.3214037,8
0.73558027,6.4213004,9
-2.2591386,4.0141363,1
-1.7456484,6.358686,7
0.33486655,-4.00929,6
2.9880626,0.42019755,0
5.224406,2.8910828,4
-0.76979035,0.4085305,2
-6.555362,1.4376998,2
1.3947941,-2.915726,6
0.87779933,-4.043734,6
-3.8033803,1.081924,2
0.4815378,-3.6601954,6
-2.7061553,-0.41519502,8
-2.6946592,6.360348,7
-2.5821407,5.6837425,7
1.6081352,1.5641944,0
-2.1944375,6.7808766,7
5.9517746,5.1415515,4
0.5870983,0.17367466,0
0.72245723,2.8134775,0
-2.4984324,4.4367433,1
-4.9198976,1.2865891,2
2.3995206,1.5222961,0
0.36290884,-2.7709048,6
-0.04104007,0.7161743,3
-4.183554,-0.31726554,2
-2.2066212,6.343207,7
-1.5693077,1.7703696,1
2.1562593,-0.86226445,6
-1.8793458,5.5196705,7
-3.4037848,-0.90436137,3
-1.321423,1.1694034,2
0.7380438,-0.56418985,5
-2.4417064,6.125508,7
2.7220743,-0.45700628,5
0.5297936,-3.491594,6
-1.5793686,0.67742014,3
-4.0942564,-1.3456672,3
3.542239,2.788577,0
-2.3778408,0.79161966,8
-5.181611,0.6000313,2
0.24885312,-3.361785,6
0.38853246,6.04906,9
-2.4398675,3.0509853,1
-1.9780942,-2.3769004,5
-1.9563105,4.221405,1
0.54842,-4.020662,6
-2.7044828,0.027714204,8
-4.8936124,-0.38718078,2
2.195215,1.5561175,0
3.365084,0.8473345,0
3.0336707,1.5497754,0
-2.6685333,0.19510223,8
-0.7872855,0.75640553,3
-1.4899029,-3.5735567,5
-2.8719392,0.87828434,2
-3.753981,1.3508193,2
0.16802706,1.7162435,0
3.7878208,1.2511647,0
0.6875351,-2.4311273,6
-2.3762722,2.3877249,1
-3.4811554,0.9850552,2
-1.4474328,5.1364756,1
-3.8938434,-1.3510637,3
-2.34933,0.6905354,2
0.85123545,-3.6402092,6
-1.3501039,0.11260197,2
3.184405,0.8755222,0
5.7047567,3.8004177,4
-0.9071945,1.7121863,1
2.467202,1.4877375,0
-0.33971903,0.25790614,6
-1.3111373,2.3301408,8
1.3165073,-0.7222232,5
2.2463844,2.050643,0
-1.457198,0.180519,2
-2.824495,3.4850097,1
-1.2824142,5.786773,1
0.45738503,-2.656893,6
6.4561176,4.3441224,4
0.77470237,-2.120391,6
-3.6508222,2.627299,1
3.4308398,2.8998868,4
1.374307,1.7732488,0
-2.9220564,2.5708382,1
-1.4031143,-4.627017,5
-3.4418526,1.8252282,2
-1.1105098,-0.16216044,2
2.2314715,2.1837435,0
2.5024023,0.8914512,0
1.5585413,-1.0413337,6
2.5915606,2.5453851,0
6.5631084,6.1890297,4
-3.6761584,6.105359,7
1.5090232,-3.0743203,6
0.5428832,3.1654873,1
1.0281653,-3.1440694,6
-2.9719296,0.8814374,2
2.6920571,2.1525817,0
-1.8450274,4.827048,1
2.8083017,2.0593586,0
-0.62242687,0.22614639,3
-1.9294068,4.2737904,1
-3.9744992,-0.3571506,2
-1.8292339,0.45540327,3
-2.702765,4.582329,1
3.524858,1.9506495,0
-1.2023349,-0.91435397,3
0.024795378,2.8757036,1
-1.8260186,-1.0171553,5
-3.7404816,-1.7640059,3
1.2896447,1.5396028,0
2.027456,1.1354233,0
-2.513386,-0.023416331,3
6.552126,3.776132,4
0.8227974,6.386115,9
0.9910285,-2.0929549,6
1.462493,4.3158503,9
-3.167988,-0.284018,3
-5.7896233,1.5866114,2
2.1233084,-1.7557746,5
-2.5753136,6.5113335,7
3.2024243,2.6667712,0
4.0341973,2.5679095,4
-3.5321553,-2.675731,3
1.9149822,1.0926735,0
-4.222036,0.6528553,2
0.59164435,5.147194,9
-2.8021767,0.26767132,8
5.308993,5.3095145,4
3.0761316,3.9418602,4
0.37971902,2.4834864,0
1.179827,-3.0495374,6
3.0325174,-0.5760774,5
-3.216078,2.521682,1
-2.6330278,5.0043874,1
-3.4491153,1.7462872,2
1.4264363,0.77005523,0
-2.7537563,5.4086666,7
0.4476056,0.6363357,0
3.6039863,-0.048723266,5
-3.8098626,1.3514706,2
1.1534506,-3.4763079,6
-2.138992,1.8835733,8
6.673203,6.110551,4
2.2775812,1.4144596,0
-3.0264528,-0.74833816,8
3.427333,0.5032931,0
6.2976446,5.4027147,4
0.3099036,5.702997,9
5.4307714,4.8441896,4
-1.733341,4.8974786,1
1.6164532,-2.3416061,6
6.6931925,4.7905297,4
3.718183,3.786451,4
-2.8551977,2.557747,1
-3.8929203,-2.1666553,3
-1.7138004,0.74254537,8
-3.2109096,6.13929,7
-2.269047,0.39351848,8
0.39158046,-1.9963572,5
-1.2504374,1.5378774,1
-3.1880982,4.2925043,1
-2.3350751,-3.0592916,5
-3.5253406,6.032294,7
3.3714597,2.2173595,0
3.040742,0.94625306,0
1.8546903,2.0029397,0
-2.2031705,5.169284,1
-2.55786,4.29767,1
-0.5770832,-0.013607772,6
-3.3624818,6.239961,7
-0.7972637,2.16866,1
1.618119,-1.5300586,5
-0.4617493,-1.1636534,6
-3.4298835,-0.27884465,2
-0.039778545,-2.0279236,6
-2.2834518,-2.109662,3
0.77935857,-0.71488005,6
3.0319428,1.3724649,0
0.37846985,-3.2364147,6
2.5533745,4.103628,9
-3.6891778,-0.97127414,3
-1.7449925,4.714272,1
-5.029348,0.42383668,2
-0.7192955,3.598445,9
-2.8921502,-2.7407634,3
4.9208264,3.6508477,4
-2.3916023,5.511528,1
0.89689225,1.256504,0
-2.2399917,1.5860968,8
-4.2505555,0.38589,2
-1.847776,0.6190746,5
-5.8191376,0.5092609,2
1.0386169,-2.5345602,6
2.5000768,1.0940877,0
-2.9198136,2.6891818,1
5.3935223,4.372489,4
3.5296953,3.330252,4
-2.0048373,5.7454724,7
7.137207,6.311558,4
-1.8322575,-0.24824686,8
-0.5083955,2.461154,1
-3.3132565,1.2643439,2
-2.4418762,2.029054,1
2.327754,3.776318,4
6.169202,5.4623384,4
1.9496353,1.502123,0
3.4876175,-0.20775297,0
4.4824677,0.9444755,5
-0.35919002,-0.20035432,5
-2.5097394,-3.1646597,3
-1.1908602,0.39116192,6
5.497499,5.1929917,4
-1.3202634,-3.2030027,5
-3.2165542,-2.8704495,3
-2.6212218,3.8041756,1
-3.3655143,3.020688,1
-5.575312,0.59856063,2
-1.2591084,5.3195243,1
-3.3185642,3.8078845,1
-2.7306952,-1.3791665,2
-4.4660435,0.8006722,2
-1.2173467,1.3245989,8
5.247402,3.9083679,4
5.442792,3.687329,4
-2.198713,3.8530622,1
0.92975265,-1.603067,5
0.66421944,-1.0059937,5
2.5271928,1.3861719,0
-1.600886,-0.99452126,3
-3.031647,-2.894305,3
6.206657,5.2437773,4
-2.7235925,0.27744332,3
0.86839634,3.0237381,1
1.5464919,5.014631,9
2.0103467,-0.5503064,5
-5.1361384,0.7558601,2
-1.52129,2.0559497,1
-3.764922,1.0059386,2
1.1445118,2.2987254,0
1.2299448,0.705094,0
-1.5877492,-3.0953557,6
-0.34368402,0.79225534,0
-2.8076289,0.0005401472,8
3.3367107,4.135005,4
5.826123,5.7864604,4
1.9594823,-0.2289155,0
-4.525296,1.255442,2
4.735052,2.1492596,4
-0.7187647,1.5963594,2
0.277064,-0.2451667,5
-4.3904886,1.2743264,2
0.346595,1.5357571,0
-3.1357648,-1.9415176,3
2.814466,2.4428577,0
2.3655071,1.8670185,0
-0.6408275,3.136461,1
-0.41440925,-0.52099156,5
-0.9178942,1.7633377,8
4.868227,3.3567011,4
-6.2338834,1.1814599,2
1.1328696,2.1101153,0
-2.9316604,-2.0144596,3
-1.3662428,-2.6930656,5
-1.0936611,-1.5427145,5
-4.426778,2.1998029,2
3.8102565,1.0348111,0
1.2471992,0.37812674,0
-2.30714,-1.2679703,3
1.6337109,-1.0071691,6
-3.8531237,-1.7726341,3
3.9519756,4.4975348,4
3.5348802,-0.4894259,5
2.076424,1.8291882,0
0.38240364,-1.0802485,6
0.8014096,6.5712347,9
6.69884,5.0337524,4
-1.1920471,-2.450918,5
-2.082946,-2.1379404,3
-1.1331007,2.1161015,1
6.336989,4.649525,4
0.5390967,1.4125875,0
5.8546724,3.4944506,4
-2.3472517,1.1107538,2
-0.6145264,-1.9452667,6
-3.062397,4.0911202,1
1.733344,-1.73842,6
-1.804567,4.280678,1
-3.5213635,0.61323386,2
0.074107535,-3.1390178,6
-3.283655,1.9556216,2
-4.7127147,-0.7487699,2
-1.7837446,-1.9416726,3
0.18779553,4.6100154,9
-3.8203874,1.0737643,2
-2.2490785,0.70134866,8
-3.8852942,1.6403961,2
-3.8834856,1.2459233,2
2.3851264,0.7391814,0
-2.643223,6.382052,7
0.5673949,1.98644,0
1.8167342,2.2115877,0
-2.467014,5.1707726,7
2.07499,0.36771214,0
2.751332,-0.44716167,5
4.5368667,1.545127,0
-2.2854335,-0.23301469,1
0.024414029,-1.583126,5
-1.5806763,5.6617494,7
0.8546228,5.2640805,9
-0.022695223,-1.6958172,6
-6.460164,1.2217127,2
5.717408,4.758881,4
6.568228,3.9081438,4
-2.2179244,5.019033,7
1.0423673,-3.4141524,6
-3.3387718,-0.75904846,3
-2.645373,6.6581464,7
-3.8124368,1.4148035,2
-1.0141081,3.488919,1
0.4510239,5.148674,9
-1.9017873,1.1368104,3
-0.084931366,0.19296932,3
-3.4904327,-0.8429328,3
-0.81183606,4.087627,1
2.7094166,1.7974561,0
0.0039831065,3.6876183,1
1.1130354,1.0536859,0
0.64250046,-2.189406,6
6.989701,5.7514353,4
5.9314823,3.6965997,4
2.9890077,1.1000124,0
-1.366298,3.9242847,1
-5.4829445,0.9608647,2
-1.137011,-2.9173973,3
5.8361387,3.450644,4
1.9241862,-0.6172538,5
0.45218235,1.4766523,0
-2.651204,1.0338976,2
-2.326171,-1.8882029,5
-2.1530497,3.290991,1
-1.4438442,-1.7380844,6
-0.6896454,-2.471967,5
-1.6030885,-1.443906,3
2.46033,0.7148185,0
-3.0081778,-2.3533916,3
-1.2679219,-2.773107,3
2.170975,4.9492297,9
-1.9520339,4.241973,1
-4.537702,-1.5675915,3
4.0987735,4.094825,4
2.4768362,1.1344312,0
-1.0036912,3.3747196,9
-3.6144931,2.836145,1
-4.1171813,1.6108419,2
3.7555346,1.6572675,0
-3.8601406,0.009912845,2
3.2451293,1.4508462,0
2.5509694,1.0007591,0
-1.261652,1.5357115,1
-0.0076325713,-2.3231518,6
5.267901,3.4419012,4
2.5155764,-0.31825805,5
-1.501344,1.7646593,1
1.6367413,0.96396685,0
0.7549884,2.8925753,1
-0.8992772,-2.5342557,6
-3.1374755,2.5344245,1
-0.48266032,0.47044387,3
6.4082932,3.799702,4
0.7556312,-3.8376644,6
0.32030046,1.8041515,0
1.4829993,1.0001891,0
-4.3801436,-0.7020903,2
-0.9729582,-0.98633355,3
3.830215,4.272478,4
1.628398,1.5048792,0
-3.147567,1.2698019,2
3.8664382,0.19601108,0
0.55257666,-2.9744813,6
-0.43135172,3.3661017,1
5.3537164,4.813527,4
-4.2896357,0.43083256,2
0.6266047,2.613328,0
-3.6198397,1.4196858,2
2.008107,-2.0834048,6
-1.1007301,3.1328576,1
4.1327796,1.5088542,0
-2.375917,0.6817597,8
3.0451088,0.8798305,0
2.3223212,0.88502735,0
-0.6080461,2.5996685,1
-4.595109,-0.19679059,2
-2.9642615,1.006507,2
3.2807877,3.3648736,4
-2.5466988,5.1874948,7
-4.838976,0.51289934,2
4.108603,0.6825572,0
5.5867705,3.3319092,4
5.147745,3.6081483,4
-2.337457,6.8878245,7
-2.5483735,3.7069008,1
1.8169256,-1.8292204,5
0.3666454,0.6374576,0
-0.3559431,-0.9830918,6
-4.4332733,0.012736196,2
-0.7101594,-1.2484571,6
1.9843204,1.894929,0
-3.8961055,-1.5692972,5
1.1320391,1.6316698,0
0.10851101,-0.0634059,0
2.1479034,0.030960655,0
0.6123982,-2.5589862,6
-0.43566886,-3.138472,6
2.2200298,1.0667133,0
5.1981535,4.9387074,4
-2.6762278,5.531377,7
-1.5912656,2.8945923,1
1.2655629,-2.3167932,6
-0.54622865,4.00624,1
-2.3527396,-1.7669346,3
-1.2849486,-4.8293066,5
-1.0503097,1.6021228,2
1.3896581,0.49037686,0
4.5804014,3.0180147,4
2.069758,-0.27995315,0
3.4164133,1.1872355,0
3.0397797,-0.8541377,5
-3.907545,-2.1221428,3
4.017515,1.3245883,0
2.4049342,1.3049712,0
-4.584314,-0.71123695,2
4.678129,3.1512027,4
0.31828055,6.1060824,9
4.443313,2.2281444,4
-2.1587896,4.2125998,1
1.5672278,0.1056769,0
-3.0587907,2.8895302,1
6.3648396,3.8921747,4
-3.7291596,-3.2027712,3
-4.527651,0.36279526,2
-2.3800118,-1.9576156,5
-2.4436889,1.5498435,8
0.9143209,-1.6439472,5
-5.1714454,0.7380976,2
-2.3547664,6.6645584,7
-4.77816,0.29090527,2
-0.10017198,3.88813,9
2.8679566,-0.47856677,5
-3.119763,1.3585559,2
1.3116229,1.2337288,0
1.7059005,-0.1085146,0
1.1250376,-3.1508281,6
-1.0212362,-3.016471,6
6.773915,6.051182,4
5.0362253,3.9603088,4
1.4575045,-1.7514493,6
-2.3329568,6.341644,7
1.4887438,-2.6467733,6
-3.2567635,0.55793947,2
-2.733007,3.1491656,1
-3.4070895,5.90116,7
-1.5971702,-2.5581667,5
-1.5240841,1.2607018,3
3.0181742,-0.03739226,5
-2.5083477,6.9259033,7
-2.1235845,-1.189851,3
1.5811808,0.86917585,0
-0.81252724,1.4538162,0
-2.6167243,-0.4064346,8
-3.710815,1.9609034,2
-3.0131254,5.371297,7
-2.299896,-3.8785923,5
0.8394093,-3.48931,6
-2.6097047,-1.8536569,3
-2.688906,-1.286625,5
-1.4243876,2.455615,1
-4.305855,-0.4994109,2
-1.2065827,-0.76020586,6
-1.8981738,-0.74406815,8
-2.3033144,5.664406,7
-0.27335027,0.22304459,6
-2.3318913,-0.39242467,8
1.0304897,0.70782346,0
-0.60922676,4.304119,1
2.596895,1.8563393,0
0.66483736,-0.9811644,6
-4.0300126,-2.6790793,3
1.6367995,1.9647286,0
1.9434838,0.50933367,0
-5.0332427,0.95294845,2
-1.4468437,1.0580142,3
0.59207624,4.976217,9
-2.708279,3.5142212,1
-1.2762558,-4.943293,5
-3.0711377,0.48267916,8
6.617717,6.052025,4
-2.327352,-0.62504643,3
-0.8888015,-1.4177994,6
-3.8205035,0.7835684,2
-3.6030426,1.6060522,2
-0.046440493,3.432825,1
1.2688307,-1.2734419,6
1.1498013,-1.3357584,5
2.6296115,2.89315,0
5.611613,5.097859,4
-0.07705464,1.1754655,0
1.7733319,-2.0545654,5
3.2891998,1.5850071,0
-0.980402,-3.912393,5
4.104615,1.040299,0
3.4080138,0.692358,0
-2.2601228,-1.6829376,5
-1.8475003,2.826292,1
1.4524647,2.050867,0
5.8848286,3.9460437,4
3.8100863,2.5226007,4
-1.7480832,3.7055964,1
0.9803946,-0.93502074,5
0.919152,0.9424751,0
-1.9592289,-1.8713386,3
1.257388,2.764366,4
-1.7213604,-0.9358921,3
0.5817581,6.50272,9
3.327966,-0.46436256,5
-1.6721598,4.8909664,1
-4.467618,0.7118503,2
0.40485135,-0.92925394,5
-2.590096,5.3690524,7
-0.7871954,-0.04624593,3
1.2509093,1.3792212,0
-2.308677,6.3763084,7
1.9917557,-1.0092927,5
-3.1444407,6.117185,7
-4.0785804,1.075829,2
1.383275,-1.0799236,5
-0.64934766,0.4298312,2
-3.0546398,3.63824,1
-3.8278904,-1.3353826,3
1.1121083,1.4498953,0
0.9724342,-1.1218356,5
1.5513474,-1.410517,6
-2.478231,4.307698,1
-1.2109307,-3.3231595,5
1.566597,-2.212063,6
-1.5034932,4.271828,1
-2.7847662,-1.937845,3
6.501785,5.8362603,4
1.8799051,1.5156972,0
0.54068,1.7053798,0
-2.3750935,4.526113,1
-2.6291533,5.2773166,7
-3.9199276,0.6382177,2
-2.9713633,-1.3713124,3
-0.82032835,-0.28754398,8
1.3908119,-0.84969676,6
0.64998883,6.277933,9
1.4296204,-1.5329297,6
6.708648,6.2301717,4
3.6137133,0.8419152,0
-3.180188,-3.054736,3
3.9977517,4.2266145,4
3.1797152,1.5708758,0
7.208122,5.9625363,4
-2.3472009,4.358208,1
-2.9864829,3.5573058,1
-0.66073227,-1.6210226,6
3.152053,0.74068785,0
-0.91420823,1.2610302,1
-2.7924845,2.7281218,1
-5.44282,-0.08257614,2
-2.0021226,2.3728774,8
2.6154954,5.2264075,9
-3.3808336,-2.4126983,3
0.888311,1.9719582,0
-6.1079254,1.2158945,2
0.30037257,0.2286899,0
-2.301326,2.0048964,1
4.5488644,3.2367446,4
1.0032231,-1.2291603,5
-0.009295427,2.3614342,1
5.4654264,4.884687,4
0.9393522,1.5887332,0
6.2754297,3.6323793,4
-1.5715322,5.049262,1
4.7475796,4.643501,4
1.5205506,5.0822053,9
1.5467515,-1.883073,5
-4.0131564,-0.23958339,2
-3.1835134,6.437664,7
2.6295505,-0.5751377,5
1.5883539,0.80582803,0
0.9131289,2.380242,0
1.8638544,1.7733389,0
-2.5050573,-0.11608539,8
2.2660441,2.42141,0
0.8757973,-0.6524971,5
-2.4206476,2.9637322,1
-2.5739834,-1.3000045,3
-3.8524861,0.18240331,2
5.321414,4.423169,4
1.2053968,-0.95429265,5
2.8449078,1.4436665,0
1.9315408,1.831816,0
-2.7767088,1.229762,2
-1.3397142,-2.1849737,3
-3.1953576,6.522772,7
-1.4404942,-1.7111678,3
2.8580809,-0.40590596,5
-3.0463457,5.9841995,7
-1.5355203,4.813332,1
1.8785266,-1.4518244,5
1.9607801,1.4073662,0
-1.3612194,-4.7728376,5
0.24883892,6.1075187,9
-2.1145487,2.6985965,1
-4.6435037,0.81917524,2
-2.986985,5.8748927,7
-2.8021014,-1.5668122,3
-4.1883044,1.790613,2
1.32963,1.8683587,0
3.6000533,1.5099987,0
3.1822643,1.9157528,0
-2.7929623,6.122969,7
6.3460255,6.135519,4
4.864422,3.4820218,4
-1.2307352,1.4045328,3
0.49243832,-4.032947,6
-1.0016793,-1.1280873,6
0.74892724,-4.2772303,6
-4.497063,1.056645,2
-2.3493361,6.6426597,7
-2.3275282,2.9384773,1
-3.4422216,5.574734,7
-1.0251882,-1.3395436,3
-0.22993939,2.398186,1
0.6812662,6.3848977,9
2.0654585,0.83790094,0
4.5079923,1.4780208,0
-3.715616,-1.7742113,3
-2.632972,5.1880765,1
-0.4762959,-0.46782875,6
-1.1509564,5.550685,1
-2.0165555,2.634237,1
0.22168978,-2.976927,6
-3.1596382,-0.6119637,8
1.6566863,-0.93583727,5
5.954684,4.7513976,4
1.0022454,1.012211,0
6.4299803,5.0796547,4
0.90634215,0.8116715,0
6.361275,4.814871,4
-5.0418067,0.97861314,2
-4.580263,1.7855788,2
-0.36964694,-1.1234477,5
0.16201903,0.18325885,0
-0.5636043,0.14442144,3
1.8429885,-0.0055792,0
5.9436564,3.9125273,4
0.6198154,-1.1746626,5
2.9520078,2.739775,0
-2.789953,-0.15936272,8
-1.7490512,-0.11904086,8
-2.8872821,3.548191,1
1.2423557,-1.16718,5
-2.5828352,4.707857,1
2.7347019,2.909475,0
-0.8789345,0.41171554,8
-3.7859855,0.31552622,2
-4.771375,0.60494035,2
1.1278542,1.1313198,0
-1.5830102,-2.2242017,5
-6.2487197,1.3007281,2
0.98859555,-3.2037764,6
3.6079159,2.3445292,4
6.5661983,4.6096754,4
-2.3563151,2.9278924,1
-1.2028587,-1.6768751,3
-0.22325383,-2.0758622,6
0.9570936,-0.9307393,5
2.9530077,2.5000956,0
3.1292145,3.017702,4
4.2868853,3.0974662,4
-0.52631897,-0.9851431,6
-3.6106791,2.016936,2
-2.197713,-0.16154769,8
0.7075345,-1.5813273,5
0.26600844,3.2055957,1
-2.9499807,-1.9516156,3
1.056558,-0.5275627,6
-2.8627717,3.6046424,1
-3.8542168,-2.42382,3
2.1858752,0.68422776,0
-2.7654326,-1.5405773,3
-2.4899309,4.319722,1
0.17386912,-2.1581852,6
4.3192806,3.0854661,4
3.2605853,2.974516,4
-3.1063173,2.557362,1
-0.9709289,-0.42161912,6
-5.666947,0.13797475,2
3.154878,1.2437298,0
6.414454,5.675198,4
-5.8708234,0.98466253,2
1.8803494,2.0085368,0
-2.4298625,0.75435096,3
-0.7735461,-3.066871,5
3.1745725,1.2462269,0
-1.9592693,6.0253253,7
0.5958914,-2.4776857,6
-4.23476,1.7344261,2
-0.18309638,0.8702229,3
-4.1827497,1.2660825,2
3.2163775,4.4924297,9
-2.5059404,3.2572553,1
0.64676493,0.44267085,0
6.0513105,5.5497384,4
-6.2566047,0.924486,2
2.989482,2.825,0
6.1684785,6.009124,4
6.3849206,4.3356905,4
-1.388122,-2.8915384,5
-3.9109366,0.7873369,2
5.389006,3.4817202,4
-4.4232574,0.7264228,2
-2.8277044,0.61990947,3
-2.6406696,-3.065189,3
-4.7578783,0.65276897,2
1.0896082,-2.1255927,6
2.6614592,1.1702881,0
-3.0334475,6.4418745,7
0.43623087,-3.826542,6
-6.097118,1.1792972,2
-2.1427891,3.4842544,1
-3.4106815,-2.5769386,3
-0.061208848,3.7046115,1
1.3818104,5.4128623,9
-0.22476983,-1.7716668,6
-5.757214,0.9865852,2
-4.528356,-0.043193094,2
4.4120035,4.4193597,4
0.7787892,-1.731512,5
-1.62655,0.42344585,3
-4.169534,0.2709196,2
-3.5288413,0.10387247,8
-4.793172,-0.069518045,2
0.7916658,6.3429847,9
-2.0952704,4.622744,1
-3.1711411,0.115514725,2
-2.1840513,6.947757,7
-1.7411621,-1.2434247,3
-5.048819,0.9864229,2
-0.015177379,-0.2207082,3
-2.2057521,0.22175999,3
6.9544826,6.0119534,4
-1.4542598,4.627309,1
-1.3668226,5.734909,1
1.5729158,0.701795,0
1.5358242,1.2253573,0
3.7443638,3.4475987,4
5.992154,5.5237665,4
-1.0062236,1.086142,3
1.8624232,2.0763667,0
-3.213017,1.0549977,2
-2.9515545,4.6681876,1
3.8852417,2.5281,4
1.9665056,-1.2224762,5
-6.2103014,1.0418106,2
-2.2446074,-0.9713467,3
-3.2560108,4.547355,1
1.9189713,0.3016105,0
2.2652133,-0.033017814,0
6.2061586,4.2325873,4
-1.3180008,0.8189827,3
-3.5747926,-2.966106,3
4.1424494,3.101519,4
-0.03568487,-1.2904546,5
-2.1307492,5.130334,1
1.1047729,1.9410876,0
0.23433149,-1.5821416,6
-0.68772423,0.18600015,5
-3.814488,0.10645953,2
2.9550896,1.0939331,0
-2.9003766,0.21642837,2
-4.812749,0.8275693,2
6.5440693,5.807305,4
6.582206,6.141099,4
5.7762184,5.280957,4
-2.912918,4.908889,1
3.6052914,0.29162496,0
-1.8068295,-1.8663778,3
2.069447,2.5901177,0
3.9528582,2.8571796,4
-3.6320527,-1.5151645,3
6.5521674,5.5975986,4
-3.2567635,5.367367,7
4.5065174,3.2493846,4
-1.8258007,-4.061764,5
-5.30126,0.83747584,2
0.32370245,0.5052084,0
-5.080837,-0.44623852,2
5.0454936,2.7550988,4
6.728908,5.8734927,4
-2.2796566,3.0786119,1
-4.4590693,0.23833011,2
-2.4189916,2.8514616,1
-2.3417695,3.5058608,1
4.5560913,3.1709633,4
-1.7192732,1.6842935,8
-2.9642003,-2.9686816,3
-2.9519835,0.4417994,8
0.6817928,1.2230978,0
-2.3684525,0.068712056,8
-6.4095206,1.0938315,2
6.08726,5.60436,4
-2.3825188,5.6798654,7
-2.1385002,2.1266193,8
2.1163762,0.6515152,0
-3.2507644,5.781046,7
-2.0386627,2.1387079,1
-5.082438,0.3717858,2
-1.0960681,1.653999,1
6.6634417,5.0808487,4
5.5204906,5.0246587,4
-1.8591182,2.9446719,1
-4.8787746,-1.1152115,3
0.18730493,-1.5095811,5
-1.4728782,-2.4014735,5
1.8620453,-1.6151204,6
-1.8255155,1.2402654,2
3.4915018,1.305474,0
1.5121094,1.5688934,0
